13:03:44 INFO  manager.ApplicationManager - All tests start in ChromeBrowser
13:03:46 INFO  tests.TestsBase - Name of test --->removeAllContactTest
13:03:46 INFO  manager.MyListener - Start find element ---> By.xpath: //*[.='Sign Out']
13:03:51 INFO  manager.MyListener - Element with locator ---> By.xpath: //*[.='Sign Out'] was found
13:03:51 INFO  manager.MyListener - Start find element ---> By.cssSelector: a[href='/login']
13:03:51 INFO  manager.MyListener - Element with locator ---> By.cssSelector: a[href='/login'] was found
13:03:51 INFO  manager.MyListener - Start find element ---> By.xpath: //*[@placeholder='Email']
13:03:51 INFO  manager.MyListener - Element with locator ---> By.xpath: //*[@placeholder='Email'] was found
13:03:51 INFO  manager.MyListener - Start find element ---> By.xpath: //*[@placeholder='Password']
13:03:52 INFO  manager.MyListener - Element with locator ---> By.xpath: //*[@placeholder='Password'] was found
13:03:52 INFO  manager.MyListener - Start find element ---> By.xpath: //button[.=' Login']
13:03:52 INFO  manager.MyListener - Element with locator ---> By.xpath: //button[.=' Login'] was found
13:03:52 INFO  manager.MyListener - Start find element ---> By.cssSelector: .contact-item_card__2SOIM
13:03:53 INFO  manager.MyListener - Element with locator ---> By.cssSelector: .contact-item_card__2SOIM was found
13:03:53 INFO  manager.MyListener - Start find element ---> By.cssSelector: a[href='/add']
13:03:53 INFO  manager.MyListener - Element with locator ---> By.cssSelector: a[href='/add'] was found
13:03:53 INFO  manager.MyListener - Start find element ---> By.xpath: (//input[@placeholder='Name'])
13:03:53 INFO  manager.MyListener - Element with locator ---> By.xpath: (//input[@placeholder='Name']) was found
13:03:54 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='Last Name']
13:03:54 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='Last Name'] was found
13:03:54 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='Phone']
13:03:54 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='Phone'] was found
13:03:54 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='email']
13:03:54 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='email'] was found
13:03:55 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='Address']
13:03:55 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='Address'] was found
13:03:55 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='description']
13:03:55 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='description'] was found
13:03:55 INFO  manager.MyListener - Start find element ---> By.xpath: //button[.='Save']
13:03:55 INFO  manager.MyListener - Element with locator ---> By.xpath: //button[.='Save'] was found
13:03:58 INFO  manager.MyListener - Start find element ---> By.cssSelector: a[href='/add']
13:03:58 INFO  manager.MyListener - Element with locator ---> By.cssSelector: a[href='/add'] was found
13:03:58 INFO  manager.MyListener - Start find element ---> By.xpath: (//input[@placeholder='Name'])
13:03:58 INFO  manager.MyListener - Element with locator ---> By.xpath: (//input[@placeholder='Name']) was found
13:03:58 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='Last Name']
13:03:58 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='Last Name'] was found
13:03:58 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='Phone']
13:03:58 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='Phone'] was found
13:03:59 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='email']
13:03:59 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='email'] was found
13:03:59 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='Address']
13:03:59 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='Address'] was found
13:04:00 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='description']
13:04:00 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='description'] was found
