20:40:42 INFO  manager.ApplicationManager - All tests start in ChromeBrowser
20:40:45 INFO  tests.TestsBase - Name of test --->addContactSuccessDataProvider
20:40:45 INFO  manager.MyListener - Start find element ---> By.xpath: //*[.='Sign Out']
20:40:50 INFO  manager.MyListener - Element with locator ---> By.xpath: //*[.='Sign Out'] was found
20:40:51 INFO  manager.MyListener - Start find element ---> By.cssSelector: a[href='/login']
20:40:51 INFO  manager.MyListener - Element with locator ---> By.cssSelector: a[href='/login'] was found
20:40:51 INFO  manager.MyListener - Start find element ---> By.xpath: //*[@placeholder='Email']
20:40:51 INFO  manager.MyListener - Element with locator ---> By.xpath: //*[@placeholder='Email'] was found
20:40:52 INFO  manager.MyListener - Start find element ---> By.xpath: //*[@placeholder='Password']
20:40:52 INFO  manager.MyListener - Element with locator ---> By.xpath: //*[@placeholder='Password'] was found
20:40:52 INFO  manager.MyListener - Start find element ---> By.xpath: //button[.=' Login']
20:40:52 INFO  manager.MyListener - Element with locator ---> By.xpath: //button[.=' Login'] was found
20:40:52 INFO  manager.MyListener - Start find element ---> By.cssSelector: .contact-item_card__2SOIM
20:40:54 INFO  manager.MyListener - Element with locator ---> By.cssSelector: .contact-item_card__2SOIM was found
20:40:54 INFO  manager.MyListener - Start find element ---> By.cssSelector: a[href='/add']
20:40:54 INFO  manager.MyListener - Element with locator ---> By.cssSelector: a[href='/add'] was found
20:40:55 INFO  manager.MyListener - Start find element ---> By.xpath: (//input[@placeholder='Name'])
20:40:55 INFO  manager.MyListener - Element with locator ---> By.xpath: (//input[@placeholder='Name']) was found
20:40:55 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='Last Name']
20:40:55 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='Last Name'] was found
20:40:55 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='Phone']
20:40:55 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='Phone'] was found
20:40:56 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='email']
20:40:56 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='email'] was found
20:40:56 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='Address']
20:40:56 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='Address'] was found
20:40:57 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='description']
20:40:57 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='description'] was found
20:40:57 INFO  manager.MyListener - Start find element ---> By.xpath: //button[.='Save']
20:40:57 INFO  manager.MyListener - Element with locator ---> By.xpath: //button[.='Save'] was found
20:40:57 INFO  manager.MyListener - Start find element ---> By.cssSelector: .contact-item_card__2SOIM
20:40:58 INFO  manager.MyListener - Element with locator ---> By.cssSelector: .contact-item_card__2SOIM was found
20:40:58 INFO  manager.MyListener - Start find element ---> By.cssSelector: h2
20:40:58 INFO  manager.MyListener - Element with locator ---> By.cssSelector: h2 was found
20:40:58 INFO  manager.MyListener - Start find element ---> By.cssSelector: h3
20:40:58 INFO  manager.MyListener - Element with locator ---> By.cssSelector: h3 was found
20:40:59 INFO  tests.TestsBase - Name of test --->addContactSuccessDataProvider
20:40:59 INFO  manager.MyListener - Start find element ---> By.xpath: //*[.='Sign Out']
20:40:59 INFO  manager.MyListener - Element with locator ---> By.xpath: //*[.='Sign Out'] was found
20:40:59 INFO  manager.MyListener - Start find element ---> By.cssSelector: .contact-item_card__2SOIM
20:40:59 INFO  manager.MyListener - Element with locator ---> By.cssSelector: .contact-item_card__2SOIM was found
20:40:59 INFO  manager.MyListener - Start find element ---> By.cssSelector: a[href='/add']
20:40:59 INFO  manager.MyListener - Element with locator ---> By.cssSelector: a[href='/add'] was found
20:40:59 INFO  manager.MyListener - Start find element ---> By.xpath: (//input[@placeholder='Name'])
20:40:59 INFO  manager.MyListener - Element with locator ---> By.xpath: (//input[@placeholder='Name']) was found
20:40:59 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='Last Name']
20:40:59 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='Last Name'] was found
20:40:59 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='Phone']
20:40:59 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='Phone'] was found
20:41:00 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='email']
20:41:00 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='email'] was found
20:41:00 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='Address']
20:41:00 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='Address'] was found
20:41:01 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='description']
20:41:01 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='description'] was found
20:41:01 INFO  manager.MyListener - Start find element ---> By.xpath: //button[.='Save']
20:41:01 INFO  manager.MyListener - Element with locator ---> By.xpath: //button[.='Save'] was found
20:41:01 INFO  manager.MyListener - Start find element ---> By.cssSelector: .contact-item_card__2SOIM
20:41:02 INFO  manager.MyListener - Element with locator ---> By.cssSelector: .contact-item_card__2SOIM was found
20:41:02 INFO  manager.MyListener - Start find element ---> By.cssSelector: h2
20:41:02 INFO  manager.MyListener - Element with locator ---> By.cssSelector: h2 was found
20:41:02 INFO  manager.MyListener - Start find element ---> By.cssSelector: h3
20:41:02 INFO  manager.MyListener - Element with locator ---> By.cssSelector: h3 was found
